ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Gion,Gion,Canon,https://onepiece.fandom.com/wiki/Gion,907.0,0887,2018,Better known by her alias Momousagi.,,
Giovanni,Giovanni,Canon,https://onepiece.fandom.com/wiki/Giovanni,809.0,0758,2015,His name was revealed in Vivre Card.,,
Girarin,Girarin,Filler,https://onepiece.fandom.com/wiki/Girarin,,,2004,,213,Long Ring Long Land Arc
Girash,Girash,Movie,https://onepiece.fandom.com/wiki/Girash,,,2022,,15,One Piece Film: Red
Giro_Chintaro,Giro Chintaro,Canon,https://onepiece.fandom.com/wiki/Giro_Chintaro,909.0,0892,2018,His name was revealed in Vivre Card.,,
Gismonda,Gismonda,Canon,https://onepiece.fandom.com/wiki/Gismonda,705.0,0635,2013,His name was revealed in SBS Volume 104.,,
Gladius,Gladius,Canon,https://onepiece.fandom.com/wiki/Gladius,682.0,0608,2012,His name was revealed in Chapter 723.,,
Glass,Glass,Premier Show,https://onepiece.fandom.com/wiki/Glass,,,2019,,11,One Piece Premier Show 2019
Gloriosa,Gloriosa,Canon,https://onepiece.fandom.com/wiki/Gloriosa,514.0,0408,2008,She was first introduced as Elder Nyon. Her real name was revealed by Boa Hancock in Chapter 517.,,
Glove,Glove,Canon,https://onepiece.fandom.com/wiki/Glove,427.0,0309,2006,,,
Glutbunny,Glutbunny,Canon,https://onepiece.fandom.com/wiki/Glutbunny,1129.0,,2024,"It was first mentioned as the ""Ear God"" in Chapter 1127. Its real name was revealed in Chapter 1129.",,
God,God,One-Shot,https://onepiece.fandom.com/wiki/God,,,1993,,,God's Gift for the Future
Gode,Gode,Canon,https://onepiece.fandom.com/wiki/Gode,256.0,0169,2003,His name was revealed in the Blue Deep databook.,,
Going_Merry,Going Merry,Canon,https://onepiece.fandom.com/wiki/Going_Merry,41.0,0017,1998,,,
Goki,Goki,Canon,https://onepiece.fandom.com/wiki/Goki,954.0,0955,2020,His name was revealed by Scratchmen Apoo in Chapter 991.,,
Gol_D._Roger,Gol D. Roger,Canon,https://onepiece.fandom.com/wiki/Gol_D._Roger,1.0,0001,1997,His real name was revealed by Kureha in Chapter 154.,,
Golass,Golass,Movie,https://onepiece.fandom.com/wiki/Golass,,,2000,,1,One Piece: The Movie
Goldberg,Goldberg,Canon,https://onepiece.fandom.com/wiki/Goldberg,899.0,0836,2017,He was mentioned by a giant in Chapter 866.,,
Goldfish_Princess,Goldfish Princess,Canon,https://onepiece.fandom.com/wiki/Goldfish_Princess,189.0,,2001,Cover story character.,,
Gomorrah,Gomorrah,Canon,https://onepiece.fandom.com/wiki/Gomorrah,366.0,0256,2005,,,
Gonbe,Gonbe,Canon,https://onepiece.fandom.com/wiki/Gonbe,322.0,0229,2004,,,
Gonzo,Gonzo,Movie,https://onepiece.fandom.com/wiki/Gonzo,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Goo,Goo,Canon,https://onepiece.fandom.com/wiki/Goo,483.0,0375,2007,His name was revealed in the Blue Deep databook.,,
Googly-Eyed,Googly-Eyed,Canon,https://onepiece.fandom.com/wiki/Googly-Eyed,101.0,0055,1999,Their name was revealed in Episode 567's credits.,,
Gordon_(Jail_Island),Gordon,Game,https://onepiece.fandom.com/wiki/Gordon_(Jail_Island),,,2019,,,One Piece: World Seeker
Gordon,Gordon,Movie,https://onepiece.fandom.com/wiki/Gordon,,,2022,,15,One Piece Film: Red
Gorilla,Gorilla,Canon,https://onepiece.fandom.com/wiki/Gorilla,596.0,0514,2010,,,
Gorishiro,Gorishiro,Canon,https://onepiece.fandom.com/wiki/Gorishiro,978.0,0982,2020,His name was revealed in Chapter 997.,,
Goro,Goro,Canon,https://onepiece.fandom.com/wiki/Goro,316.0,Stampede,2004,Cover story character.,,
Gorobe,Gorobe,Canon,https://onepiece.fandom.com/wiki/Gorobe,924.0,0916,2018,,,
Gotan,Gotan,Filler,https://onepiece.fandom.com/wiki/Gotan,,,2012,,548,Fish-Man Island Arc
Gotti,Gotti,Canon,https://onepiece.fandom.com/wiki/Gotti,825.0,0783,2016,,,
Governor,Governor,TV special,https://onepiece.fandom.com/wiki/Governor,,,2003,,3,Protect! The Last Great Performance
Gowns_Brothers,Gowns Brothers,Filler,https://onepiece.fandom.com/wiki/Gowns_Brothers,,,2000,,048,Loguetown Arc
Grabar,Grabar,Canon,https://onepiece.fandom.com/wiki/Grabar,717.0,0647,2013,Her name was revealed in SBS Volume 73.,,
Gram,Gram,Canon,https://onepiece.fandom.com/wiki/Gram,391.0,0275,2005,Her name revealed in Color Walk 4.,,
Gramoo,Gramoo,Game,https://onepiece.fandom.com/wiki/Gramoo,,,2023,,,One Piece Odyssey
Graydle,Graydle,Stage Play,https://onepiece.fandom.com/wiki/Graydle,,,2018,,1,One Piece Dramatic Stage THE METAL ~Marineford of Remembrance~
Great_Ground,Great Ground,Game,https://onepiece.fandom.com/wiki/Great_Ground,,,2001,,,Legend of the Rainbow Island
Great_King_of_Angolmois,Great King of Angolmois,Author's Note,https://onepiece.fandom.com/wiki/Great_King_of_Angolmois,,,1999,,9,Volume 9
Great_Michael,Great Michael,Canon,https://onepiece.fandom.com/wiki/Great_Michael,563.0,,2009,His name was revealed in the Green databook.,,
Great_Tree,Great Tree,Game,https://onepiece.fandom.com/wiki/Great_Tree,,,2008,,,One Piece: Unlimited Cruise
Grin,Grin,Game,https://onepiece.fandom.com/wiki/Grin,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Grizzly,Grizzly,Game,https://onepiece.fandom.com/wiki/Grizzly,,,2019,,,One Piece: World Seeker
Gross,Gross,Game,https://onepiece.fandom.com/wiki/Gross,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Guarana,Guarana,Filler,https://onepiece.fandom.com/wiki/Guarana,,,2019,,895,Cidre Guild Arc
Guard,Guard,Game,https://onepiece.fandom.com/wiki/Guard,,,2023,,,One Piece Odyssey
Guardian_Deity,Guardian Deity,One-Shot,https://onepiece.fandom.com/wiki/Guardian_Deity,,,1994,,,Ikki Yako
Guernika,Guernika,Canon,https://onepiece.fandom.com/wiki/Guernika,705.0,0635,2013,"His name was revealed in Chapter 1053, although his identity was not clear until SBS Volume 104.",,
Guillotine,Guillotine,Canon,https://onepiece.fandom.com/wiki/Guillotine,1078.0,1111,2023,His name was revealed in Chapter 1108.,,
Guko,Guko,One-Shot,https://onepiece.fandom.com/wiki/Guko,,,1994,,,Ikki Yako
Gulf,Gulf,Game,https://onepiece.fandom.com/wiki/Gulf,,,2023,,,One Piece Odyssey
Gum,Gum,Filler,https://onepiece.fandom.com/wiki/Gum,,,2018,,830,Whole Cake Island Arc
Gunko,Gunko,Canon,https://onepiece.fandom.com/wiki/Gunko,1134.0,,2024,Her name was revealed in Chapter 1136.,,
Gurutaro,Gurutaro,Canon,https://onepiece.fandom.com/wiki/Gurutaro,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Guyle,Guyle,Filler,https://onepiece.fandom.com/wiki/Guyle,,,2007,,326,Ice Hunter Arc
Gyaro,Gyaro,Canon,https://onepiece.fandom.com/wiki/Gyaro,197.0,0386,2001,His name was revealed in the Blue databook. He is formally introduced in Chapter 492.,,
Gyogyo,Gyogyo,Canon,https://onepiece.fandom.com/wiki/Gyogyo,498.0,0392,2008,His name was revealed in Chapter 1097.,,
"Gyoro,_Nin,_and_Bao","Gyoro, Nin, and Bao",Canon,"https://onepiece.fandom.com/wiki/Gyoro,_Nin,_and_Bao",449.0,0343,2007,,,
Gyoru,Gyoru,Canon,https://onepiece.fandom.com/wiki/Gyoru,1.0,0045,1997,His name was revealed in the Blue databook.,,
Gyro,Gyro,Canon,https://onepiece.fandom.com/wiki/Gyro,611.0,0530,2011,His name was revealed in Chapter 611.,,
Hachigoro,Hachigoro,Live Performance,https://onepiece.fandom.com/wiki/Hachigoro,,,2016,,,Sanji's Pirates Restaurant
Hack_(Archaeologist),Hack,Canon,https://onepiece.fandom.com/wiki/Hack_(Archaeologist),391.0,0275,2005,His name revealed in Color Walk 4.,,
Hack,Hack,Canon,https://onepiece.fandom.com/wiki/Hack,706.0,0633,2013,,,
Hajrudin,Hajrudin,Canon,https://onepiece.fandom.com/wiki/Hajrudin,706.0,0639,2013,He was first mentioned by Maynard in Chapter 705.,,
Hakamori,Hakamori,Game,https://onepiece.fandom.com/wiki/Hakamori,,,2019,,,One Piece: World Seeker
Hakowan,Hakowan,Canon,https://onepiece.fandom.com/wiki/Hakowan,245.0,0778,2002,His name was revealed in the Blue Deep databook.,,
Hakugan,Hakugan,Canon,https://onepiece.fandom.com/wiki/Hakugan,810.0,0757,2015,His name was revealed by Trafalgar D. Water Law in Chapter 1064.,,
Hakuto,Hakuto,Premier Show,https://onepiece.fandom.com/wiki/Hakuto,,,2017,,9,One Piece Premier Show 2017
Halsey,Halsey,Game,https://onepiece.fandom.com/wiki/Halsey,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Ham_Burger,Ham Burger,Canon,https://onepiece.fandom.com/wiki/Ham_Burger,823.0,0777,2016,His name was revealed in Chapter 905.,,
Hamburg,Hamburg,Canon,https://onepiece.fandom.com/wiki/Hamburg,305.0,0207,2004,,,
Hamlet,Hamlet,Canon,https://onepiece.fandom.com/wiki/Hamlet,994.0,0982,2020,,,
Hammond,Hammond,Canon,https://onepiece.fandom.com/wiki/Hammond,607.0,0526,2010,,,
Hamu,Hamu,TV special,https://onepiece.fandom.com/wiki/Hamu,,,2000,,1,Adventure in the Ocean's Navel
Han,Han,Canon,https://onepiece.fandom.com/wiki/Han,940.0,0937,2019,,,
Hana,Hana,Canon,https://onepiece.fandom.com/wiki/Hana,971.0,0973,2020,,,
Hanafuda,Hanafuda,Canon,https://onepiece.fandom.com/wiki/Hanafuda,,,2024,He was first alluded to in Chapter 1100 and named in SBS Volume 109.,,
Hanagasa,Hanagasa,Movie,https://onepiece.fandom.com/wiki/Hanagasa,,,2022,,15,One Piece Film: Red
Hangan,Hangan,Canon,https://onepiece.fandom.com/wiki/Hangan,556.0,0465,2009,His name was revealed in the Green databook.,,
Hanger,Hanger,Canon,https://onepiece.fandom.com/wiki/Hanger,97.0,0048,1999,His name was revealed in the Blue databook.,,
Hanji,Hanji,Canon,https://onepiece.fandom.com/wiki/Hanji,929.0,0922,2019,His name was revealed in Vivre Card.,,
Hanji_(Prisoner),Hanji,Canon,https://onepiece.fandom.com/wiki/Hanji_(Prisoner),949.0,0947,2019,His name was revealed in the captions of Episode 947.,,
Hannah,Hannah,Stage Show,https://onepiece.fandom.com/wiki/Hannah,,,2018,,,Tongari Pirates Wanted!
Hannyabal,Hannyabal,Canon,https://onepiece.fandom.com/wiki/Hannyabal,525.0,0422,2008,,,
Hans,Hans,Live Performance,https://onepiece.fandom.com/wiki/Hans,,,2023,,,Sanji's Pirates Restaurant
Hanzo,Hanzo,Canon,https://onepiece.fandom.com/wiki/Hanzo,931.0,0925,2019,His name was revealed by Shinobu in Chapter 933.,,
Happa_Yamao,Happa Yamao,Canon,https://onepiece.fandom.com/wiki/Happa_Yamao,341.0,0241,2004,His name was revealed in SBS Volume 76.,,
Happygun,Happygun,Canon,https://onepiece.fandom.com/wiki/Happygun,578.0,,2010,His name was revealed in the Green databook.,,
Hara,Hara,Canon,https://onepiece.fandom.com/wiki/Hara,919.0,0909,2018,His name was revealed in Vivre Card.,,
Haraguroya%27s_Owner,Haraguroya's Owner,Spin-Off,https://onepiece.fandom.com/wiki/Haraguroya%27s_Owner,,,2022,,5,Shokugeki no Sanji
Harald,Harald,Canon,https://onepiece.fandom.com/wiki/Harald,1136.0,,2025,He was first mentioned in Chapter 1130.,,
Harasho,Harasho,Game,https://onepiece.fandom.com/wiki/Harasho,,,2003,,,One Piece: Ocean's Dream!
Hardy,Hardy,Filler,https://onepiece.fandom.com/wiki/Hardy,,,2001,,054,Warship Island Arc
Haredas,Haredas,Canon,https://onepiece.fandom.com/wiki/Haredas,523.0,0418,2008,His name was revealed in Episode 418 credits. He is formally introduced in the manga in Chapter 592.,,
Hareji,Hareji,Canon,https://onepiece.fandom.com/wiki/Hareji,948.0,0947,2019,His name was revealed in the Vivre Card databook.,,
Haritsu_Kendiyo,Haritsu Kendiyo,Canon,https://onepiece.fandom.com/wiki/Haritsu_Kendiyo,594.0,0511,2010,His name was revealed in the Blue Deep databook.,,
Harry,Harry,Filler,https://onepiece.fandom.com/wiki/Harry,,,2002,,135,Post-Arabasta Arc
Harry_(Fish-Man),Harry (Fish-Man),Game,https://onepiece.fandom.com/wiki/Harry_(Fish-Man),,,2001,,,Legend of the Rainbow Island
Haruta,Haruta,Canon,https://onepiece.fandom.com/wiki/Haruta,553.0,0461,2009,His name was revealed in SBS Volume 58.,,
Hasami,Hasami,Canon,https://onepiece.fandom.com/wiki/Hasami,176.0,0110,2001,His name was revealed by Nami in Chapter 180.,,
Hatcha,Hatcha,Canon,https://onepiece.fandom.com/wiki/Hatcha,981.0,0987,2020,He first appeared as a silhouette in Chapter 980.,,
Hatchan,Hatchan,Canon,https://onepiece.fandom.com/wiki/Hatchan,69.0,0031,1999,"Also known by his nickname ""Hachi"".",,
Hator,Hator,Game,https://onepiece.fandom.com/wiki/Hator,,,2023,,,One Piece Odyssey
Hatsu,Hatsu,Game,https://onepiece.fandom.com/wiki/Hatsu,,,2023,,,One Piece Odyssey
Hatsume,Hatsume,Canon,https://onepiece.fandom.com/wiki/Hatsume,951.0,0951,2019,Her real name was revealed in Vivre Card.,,
Hattori,Hattori,Canon,https://onepiece.fandom.com/wiki/Hattori,323.0,0230,2004,,,
Hawkman,Hawkman,Canon,https://onepiece.fandom.com/wiki/Hawkman,959.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Hazuki_Akira,Hazuki Akira,Spin-Off,https://onepiece.fandom.com/wiki/Hazuki_Akira,,,2014,,2,MiraBato Strongest Strategy: MiraBato GO!
Heaby,Heaby,Movie,https://onepiece.fandom.com/wiki/Heaby,,,2003,,3,Chopper's Kingdom on the Island of Strange Animals
Heat,Heat,Canon,https://onepiece.fandom.com/wiki/Heat,500.0,0394,2008,His name was revealed in the Blue Deep databook,,
Hei,Hei,Game,https://onepiece.fandom.com/wiki/Hei,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Helmeppo,Helmeppo,Canon,https://onepiece.fandom.com/wiki/Helmeppo,3.0,0002,1997,,,
Helsing,Helsing,Game,https://onepiece.fandom.com/wiki/Helsing,,,2002,,,One Piece: Treasure Wars
Henna_Oyag,Henna Oyag,Filler,https://onepiece.fandom.com/wiki/Henna_Oyag,,,2000,,045,Arlong Park Arc
Henry,Henry,Game,https://onepiece.fandom.com/wiki/Henry,,,2019,,,One Piece: World Seeker
Henzo,Henzo,Filler,https://onepiece.fandom.com/wiki/Henzo,,,2003,,139,Ruluka Island Arc
Heppoko,Heppoko,Canon,https://onepiece.fandom.com/wiki/Heppoko,2.0,0001,1997,His name was revealed in the Blue databook.,,
Hera,Hera,Canon,https://onepiece.fandom.com/wiki/Hera,1011.0,1028,2021,,,
Hera_(Gladiator),Hera,Canon,https://onepiece.fandom.com/wiki/Hera_(Gladiator),703.0,0633,2013,His name was written on his back along with his participant number.,,
Heracles,Heracles,Canon,https://onepiece.fandom.com/wiki/Heracles,524.0,0420,2008,,,
Herb,Herb,Canon,https://onepiece.fandom.com/wiki/Herb,287.0,0187,2003,Her name was revealed in the Blue Deep databook.,,
Hercules,Hercules,Game,https://onepiece.fandom.com/wiki/Hercules,,,2020,,,One Piece: Fighting Path
Herring,Herring,OVA,https://onepiece.fandom.com/wiki/Herring,,,1998,,,One Piece - Defeat Him! The Pirate Ganzack
Herz,Herz,Premier Show,https://onepiece.fandom.com/wiki/Herz,,,2021,,,One Piece Premier Show 2021
Hewitt,Hewitt,Canon,https://onepiece.fandom.com/wiki/Hewitt,223.0,0146,2002,His name was revealed in the Blue databook.,,
Hibari,Hibari,Canon,https://onepiece.fandom.com/wiki/Hibari,1061.0,1090,2022,,,
Hidayu,Hidayu,Canon,https://onepiece.fandom.com/wiki/Hidayu,926.0,0918,2018,His name was revealed in Vivre Card.,,
Hien,Hien,Game,https://onepiece.fandom.com/wiki/Hien,,,2023,,,One Piece Odyssey
Higuma,Higuma,Canon,https://onepiece.fandom.com/wiki/Higuma,1.0,0004,1997,,,
Hihimaru,Hihimaru,Canon,https://onepiece.fandom.com/wiki/Hihimaru,910.0,0892,2018,Its name was revealed/given in Chapter 911.,,
Hikkomitsukumai,Hikkomitsukumai,Canon,https://onepiece.fandom.com/wiki/Hikkomitsukumai,951.0,0951,2019,His name was revealed in the Vivre Card databook.,,
Hildon,Hildon,Canon,https://onepiece.fandom.com/wiki/Hildon,444.0,0339,2007,,,
Hilmungardr,Hilmungardr,Canon,https://onepiece.fandom.com/wiki/Hilmungardr,1128.0,,2024,,,
Hilt,Hilt,Game,https://onepiece.fandom.com/wiki/Hilt,,,2002,,,Grand Line Dream Adventure Log
Himari,Himari,Novel,https://onepiece.fandom.com/wiki/Himari,,,2024,,0,One Piece novel ZORO
Himuro,Himuro,Canon,https://onepiece.fandom.com/wiki/Himuro,951.0,0951,2019,His name was revealed in Vivre Card.,,
Hina,Hina,Canon,https://onepiece.fandom.com/wiki/Hina,171.0,0127,2001,,,
Hinokizu,Hinokizu,Canon,https://onepiece.fandom.com/wiki/Hinokizu,1056.0,1083,2022,Mentioned only character. He was first mentioned by Eustass Kid in Chapter 1056.,,
Hip,Hip,Canon,https://onepiece.fandom.com/wiki/Hip,1038.0,1065,2022,Her name was revealed in SBS Volume 102.,,
Hippan_Natte,Hippan Natte,Canon,https://onepiece.fandom.com/wiki/Hippan_Natte,948.0,0947,2019,His name was revealed in Vivre Card.,,
Hippie,Hippie,Canon,https://onepiece.fandom.com/wiki/Hippie,1122.0,,2000,"He originally appeared in Weekly Shonen Jump 2000 Issue 8, and was canonized in Chapter 1122.",,
Hippo_Gentleman,Hippo Gentleman,Canon,https://onepiece.fandom.com/wiki/Hippo_Gentleman,451.0,0345,2007,His name was revealed by Perona in Chapter 466.,,
Hiramera,Hiramera,Canon,https://onepiece.fandom.com/wiki/Hiramera,608.0,0527,2010,Her name was revealed in SBS Volume 65.,,
Hiriluk,Hiriluk,Canon,https://onepiece.fandom.com/wiki/Hiriluk,140.0,0085,2000,,,
Hiro_Gomon,Hiro Gomon,Canon,https://onepiece.fandom.com/wiki/Hiro_Gomon,1122.0,,2000,"He originally appeared in Weekly Shonen Jump 2000 Issue 8, and was canonized in Chapter 1122.",,
Hiroshi,Hiroshi,Canon,https://onepiece.fandom.com/wiki/Hiroshi,915.0,0901,2018,His name was revealed in Vivre Card.,,
Hitaki,Hitaki,Event,https://onepiece.fandom.com/wiki/Hitaki,,,2017,,1,One Piece x Kyoto
Hitokui,Hitokui,Filler,https://onepiece.fandom.com/wiki/Hitokui,,,2000,,045,Arlong Park Arc
Hitsugisukan,Hitsugisukan,Canon,https://onepiece.fandom.com/wiki/Hitsugisukan,963.0,0968,2019,His name and full appearance were revealed in Chapter 967.,,
Hiwa,Hiwa,Novel,https://onepiece.fandom.com/wiki/Hiwa,,,2021,,6,One Piece novel HEROINES
Ho,Ho,Canon,https://onepiece.fandom.com/wiki/Ho,213.0,0128,2002,His name was revealed in the Blue databook.,,
Hocha,Hocha,Canon,https://onepiece.fandom.com/wiki/Hocha,391.0,0275,2005,His name was revealed in Color Walk 4.,,
Hocker,Hocker,Canon,https://onepiece.fandom.com/wiki/Hocker,12.0,0006,1997,Name was revealed in the Blue databook.,,
Hockera,Hockera,Filler,https://onepiece.fandom.com/wiki/Hockera,,,2007,,326,Ice Hunter Arc
Hody_Jones,Hody Jones,Canon,https://onepiece.fandom.com/wiki/Hody_Jones,608.0,0527,2010,He was officially introduced in Chapter 611.,,
Hoe,Hoe,Canon,https://onepiece.fandom.com/wiki/Hoe,611.0,0530,2011,,,
Hogback,Hogback,Canon,https://onepiece.fandom.com/wiki/Hogback,446.0,0340,2007,He was first mentioned by Hildon in Chapter 444.,,
Hoisassa,Hoisassa,Canon,https://onepiece.fandom.com/wiki/Hoisassa,942.0,0939,2019,His name was revealed in Vivre Card.,,
Hoisha,Hoisha,Live Performance,https://onepiece.fandom.com/wiki/Hoisha,,,2012,,,WANTED
Hokehontas,Hokehontas,Filler,https://onepiece.fandom.com/wiki/Hokehontas,,,2001,,055,Warship Island Arc
Holed%27em,Holed'em,Canon,https://onepiece.fandom.com/wiki/Holed%27em,915.0,0901,2018,He was first mentioned by Gazelleman in Chapter 914.,,
Holy,Holy,Canon,https://onepiece.fandom.com/wiki/Holy,241.0,0155,2002,His name was revealed by Ohm in Chapter 251.,,
Holy_(Non-Canon),Holy,TV special,https://onepiece.fandom.com/wiki/Holy_(Non-Canon),,,2003,,2,"A Father's Huge, HUGE Dream"
Home,Home,Canon,https://onepiece.fandom.com/wiki/Home,921.0,0912,2018,Its name was revealed in Vivre Card.,,
Homey_(Premier_Show),Homey,Premier Show,https://onepiece.fandom.com/wiki/Homey_(Premier_Show),,,2013,,5,One Piece Premier Show 2013
Homey_(Film_Z),Homey,Movie,https://onepiece.fandom.com/wiki/Homey_(Film_Z),,,2012,,12,One Piece Film: Z
Homming,Homming,Premier Show,https://onepiece.fandom.com/wiki/Homming,,,2024,,,One Piece Premier Show 2024
Hompton,Hompton,Game,https://onepiece.fandom.com/wiki/Hompton,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Honey_Queen,Honey Queen,Movie,https://onepiece.fandom.com/wiki/Honey_Queen,,,2001,,2,Clockwork Island Adventure
Hongo,Hongo,Canon,https://onepiece.fandom.com/wiki/Hongo,1.0,0489,1997,His name was revealed in SBS Volume 101.,,
Honki,Honki,Movie,https://onepiece.fandom.com/wiki/Honki,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Honma,Honma,Game,https://onepiece.fandom.com/wiki/Honma,,,2003,,,One Piece: Ocean's Dream!
Honner,Honner,Canon,https://onepiece.fandom.com/wiki/Honner,287.0,0187,2003,His name was revealed in the Vivre Card databook.,,
Honnete,Honnete,Premier Show,https://onepiece.fandom.com/wiki/Honnete,,,2023,,,One Piece Premier Show 2023
Hop,Hop,Canon,https://onepiece.fandom.com/wiki/Hop,1040.0,1112,2022,Her name was revealed in SBS Volume 102.,,
Horo,Horo,Movie,https://onepiece.fandom.com/wiki/Horo,,,2019,,14,One Piece: Stampede
Horseman,Horseman,Canon,https://onepiece.fandom.com/wiki/Horseman,1016.0,1037,2021,His name was revealed in the Vivre Card databook.,,
Hotdog,Hotdog,Movie,https://onepiece.fandom.com/wiki/Hotdog,,,2002,,3,Chopper's Kingdom on the Island of Strange Animals
Hotei,Hotei,Canon,https://onepiece.fandom.com/wiki/Hotei,951.0,0951,2019,His name was revealed in Chapter 986.,,
Hotori_and_Kotori,Hotori and Kotori,Canon,https://onepiece.fandom.com/wiki/Hotori_and_Kotori,261.0,0171,2003,,,
Hototogisu,Hototogisu,Canon,https://onepiece.fandom.com/wiki/Hototogisu,766.0,0705,2014,Her name was revealed in SBS Volume 108.,,
Hound,Hound,Canon,https://onepiece.fandom.com/wiki/Hound,1078.0,1111,2023,His name was revealed in Chapter 1108.,,
House,House,Canon,https://onepiece.fandom.com/wiki/House,1038.0,1067,2022,Her name was revealed in SBS Volume 102.,,
