Name,Type,Chapter,Episode,Year,Note,Number,Appears in
Shuzo,Filler,,,2012,,575,Z's Ambition Arc
Shyarly,Canon,610.0,0529,2011,,,
Sicily,Canon,504.0,0398,2008,His name was revealed in the Blue Deep databook.,,
Sig,Canon,1118.0,,2024,His name was revealed in Chapter 1118.,,
Sigurd,Game,,,2001,,,Legend of the Rainbow Island
Silk,Romance Dawn,,,1996,,1,"Romance Dawn, Version 1"
Silver Axe,Canon,957.0,0958,2019,Mentioned only character. They were first mentioned by Sengoku in Chapter 957.,,
Silver-Silver,Filler,,,2000,,048,Loguetown Arc
Silvers Rayleigh,Canon,19.0,0008,1998,His name was revealed in Chapter 500.,,
Simon,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Simurgh,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Sind,Canon,657.0,0582,2012,His name was revealed in Chapter 665.,,
Sino Phoenix,One-Shot,,,1993,,,Wanted!
Skaldi,Canon,1134.0,,2025,His name was revealed in Chapter 1144.,,
Skid,OVA,,,1998,,1,One Piece - Defeat Him! The Pirate Ganzack
Skull,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Skullface,Game,,,2001,,,Set Sail Pirate Crew!
Skunk One,Movie,,,2001,,2,Clockwork Island Adventure
Sleepy,Canon,,,2010,He was first mentioned in the Green databook.,,
Slim,Movie,,,2022,,15,One Piece Film: Red
Slim,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Smash,Premier Show,,,2014,,6,One Piece Premier Show 2014
Smiley,Canon,668.0,0594,2012,Its name was revealed in Chapter 673.,,
Smoker,Canon,97.0,0048,1998,He is formally introduced in Chapter 98.,,
Smooge,Canon,668.0,0592,2012,,,
Snakeman,Canon,916.0,0904,2018,His name was revealed in the credits of Episode 908,,
Sodom,Canon,366.0,0256,2005,,,
Sogekiller,Game,,,2023,,,One Piece Odyssey
Sole,Stage Show,,,2018,,,Tongari Pirates Wanted!
Solitaire,Canon,935.0,0930,2019,,,
Some,Canon,1031.0,1057,2021,Her name was revealed in Chapter 1034.,,
Sonieh,Canon,318.0,,2004,,,
Sora,Canon,608.0,0527,2010,Her name was revealed in the Blue Deep databook.,,
Sora,Canon,825.0,0783,2016,,,
Soran,Filler,,,2009,,420,Amazon Lily Arc
Soro,Canon,3.0,0002,1997,His name was revealed in the Blue databook.,,
Spacey,Canon,433.0,,2006,Cover story character.,,
Spandam,Canon,355.0,0249,2005,,,
Spandine,Canon,392.0,0275,2005,,,
Spartan,Canon,703.0,0633,2013,,,
Spector,Canon,223.0,0146,2002,His name was revealed in the Blue databook.,,
Speed,Canon,917.0,0904,2018,She was first mentioned by Kiku in Chapter 914.,,
Speed Jiru,Canon,553.0,0461,2009,His name was revealed in SBS Volume 58.,,
Spencer,Canon,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Sphinx,Canon,529.0,0430,2009,,,
Splash,Canon,610.0,0529,2011,,,
Splatter,Canon,610.0,0529,2011,,,
Spoil,Canon,448.0,0343,2007,His name was revealed by a Thriller Bark Victim's Association member in Chapter 483.,,
Squard,Canon,551.0,0460,2009,,,
Stainless,Canon,96.0,0045,1999,His name was revealed in the Blue Deep databook.,,
Stalker,Canon,524.0,0421,2008,,,
Stansen,Canon,500.0,0394,2008,His name was revealed in the Blue Deep databook,,
Stansen (Non-Canon),Filler,,,2007,,326,Ice Hunter Arc
Stealth Black,Canon,931.0,0925,2019,,,
Stefan,Canon,,,2009,Joke character. He was first mentioned in SBS Volume 58.,,
Stella,Movie,,,2016,,13,One Piece Film: Gold
Sterry,Canon,586.0,0500,2010,,,
Stevie,Canon,361.0,0251,2005,His name was revealed in the Blue Deep databook.,,
Stomp,Canon,180.0,0111,2001,His name was revealed in the Blue databook.,,
Stonely,Game,,,2023,,,One Piece Odyssey
Straight,Movie,,,2016,,13,One Piece Film: Gold
Strawberry,Canon,420.0,0302,2006,His name was revealed in the Yellow databook.,,
Streusen,Canon,858.0,0827,2017,,,
Stroganoff,Canon,908.0,0886,2018,His name was revealed in Vivre Card.,,
Stronger,Canon,223.0,0146,2002,,,
Stussy,Canon,860.0,0828,2017,,,
Su,Canon,239.0,0154,2002,,,
Su (Newkama),Live Performance,,,2015,,,Super Kabuki II: One Piece
Sugamichi,Canon,931.0,0925,2019,Its name was revealed in Vivre Card.,,
Sugar,Canon,682.0,0608,2012,She was first mentioned by Giolla in Chapter 718. She was identified in Chapter 731.,,
Suita,TV special,,,2003,,3,Protect! The Last Great Performance
Sukare Karehosui,Canon,963.0,,2019,Her name was revealed in the Vivre Card databook.,,
Sukare Tainen,Canon,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Suke,Canon,927.0,0919,2018,,,
Sukoshiba Kanishitoru,Canon,536.0,0437,2009,His name was revealed in Vivre Card.,,
Sukune,Canon,1151.0,,2025,Cover story character.,,
Suleiman,Canon,704.0,0632,2013,,,
Sunbell,Canon,0.0,0000,2009,His name was revealed in SBS Volume 96.,,
Super White Bear,Spin-Off,,,2019,,21,One Piece Party
Surume,Canon,604.0,0524,2010,He was named by Luffy in Chapter 606.,,
Susaburo,Game,,,2023,,,One Piece Odyssey
Sutton,Filler,,,2007,,326,Ice Hunter Arc
Suzuki Ichiro,Spin-Off,,,2019,,11,Chin Piece
Suzume,Canon,401.0,0286,2006,Its name was revealed in the Vivre Card databook.,,
Sweet Pea,Canon,514.0,0408,2008,,,
T Bone,Canon,365.0,0257,2005,He was first mentioned by Corgi in Chapter 362.,,
Tabi,Movie,,,2019,,14,One Piece: Stampede
Tabuhachiro,Canon,920.0,0911,2018,His name was revealed in the Vivre Card databook.,,
Tacobo,Filler,,,2000,,020,Baratie Arc
Tacos,Canon,905.0,0882,2018,,,
Tagosaku,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Tajiko,Live Performance,,,2012,,,WANTED
Tajio,Filler,,,2002,,133,Post-Arabasta Arc
Taka,Canon,969.0,0971,2020,Her name was revealed in the Vivre Card databook.,,
Takao,Canon,927.0,0921,2018,Her name was revealed in Vivre Card.,,
Take,Canon,75.0,0034,1999,,,
Taketo Nazawa,Novel,,,2024,,1,One Piece novel ZORO
Tam,Game,,,2023,,,One Piece Odyssey
Tama,Game,,,2019,,,One Piece: World Seeker
Tama,Canon,909.0,0890,2018,,,
Tamachibi,Canon,134.0,0081,2000,,,
Tamago,Canon,651.0,0570,2012,,,
Tamagon,Canon,325.0,0231,2004,His name was revealed in SBS Volume 45.,,
Tamaka,Game,,,2023,,,One Piece Odyssey
Tamanegi,Canon,23.0,0009,1998,,,
Tambu,Filler,,,2016,,747,Silver Mine Arc
Tamikebao,Canon,951.0,0952,2019,His name was revealed in the Vivre Card databook,,
Tanaka,Filler,,,2016,,747,Silver Mine Arc
Tank Lepanto,Canon,706.0,0636,2013,,,
Tansui,Canon,197.0,0386,2001,His name was revealed in the Blue databook. He was formally introduced in Chapter 492.,,
Tarako,Game,,,2019,,,One Piece: World Seeker
Tarara,Canon,713.0,,2013,His name was revealed in One Piece Magazine Vol.2.,,
Tararan,Canon,452.0,0346,2007,His name was revealed by a Spider Mice in Chapter 455.,,
Taro,Spin-Off,,,2018,,02,Chin Piece
Taro,Canon,0.0,0000,2009,His name was revealed in SBS Volume 96.,,
Taroimo,Canon,523.0,0418,2008,,,
Tashigi,Canon,96.0,0048,1999,Her name was revealed by Smoker in Chapter 97. She is formally introduced in Chapter 98.,,
Tate,Canon,234.0,0151,2002,Her name was revealed in Vivre Card.,,
Tatsu,Filler,,,2005,,220,Ocean's Dream Arc
Taylor,Stage Show,,,2019,,,Piece Trail: The Adventurers and the Amazing Spring
Tea,Stage Show,,,2015,,,Zombie Party Fever
Tea IV,Canon,823.0,0777,2016,His name was revealed in the captions of Episode 889.,,
Tegata Ringana,Canon,785.0,0727,2015,His name was revealed in SBS Volume 81.,,
Tei,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Tempo,Movie,,,2016,,13,One Piece Film: Gold
Tenjo-Sagari,Canon,980.0,0986,2020,Her name was reveled in Chapter 1020.,,
Tensei,Canon,1054.0,1081,2022,"Also known by his alias, Kurouma.",,
Tequila,Live Performance,,,2012,,,WANTED
Tera,Canon,,,2023,She was first mentioned in SBS Volume 105.,,
Terracotta,Canon,213.0,0128,2002,,,
Terrance,Game,,,2023,,,One Piece Odyssey
Terry,Canon,223.0,0146,2002,His name was revealed in the Blue databook.,,
Terry Gilteo,Canon,440.0,0324,2006,His name was revealed in the Blue Deep databook.,,
Teru,Canon,,,1999,Mentioned only character. He was first mentioned in SBS Volume 11.,,
Tesak,Game,,,2001,,,Legend of the Rainbow Island
Thalassa Lucas,Canon,142.0,0091,2000,His name was revealed in the Blue databook.,,
Thatch,Canon,440.0,0325,2006,,,
Theo,Game,,,2019,,,One Piece: World Seeker
Thormann,Canon,1117.0,,2025,His name was revealed in Chapter 1151.,,
Tibany,Canon,523.0,0419,2008,His name was revealed in the Blue Deep databook.,,
Tigerman,Premier Show,,,2021,,,One Piece Premier Show 2021
Tilestone,Canon,323.0,0230,2004,His name was revealed in Chapter 336.,,
Tobio,Movie,,,2000,,1,One Piece: The Movie
Tobo,Game,,,2023,,,One Piece Odyssey
Toby,Game,,,2023,,,One Piece Odyssey
Togare,Canon,628.0,0548,2011,His name was called out by Hody Jones in Episode 548.,,
Tohenbok,Filler,,,2000,,020,Baratie Arc
Tokijiro,Canon,929.0,0922,2019,,,
Tokikake,Canon,907.0,0887,2018,,,
Tokkuri,Game,,,2002,,,Grand Line Dream Adventure Log
Toko,Canon,927.0,0920,2018,,,
Tom,Canon,352.0,0248,2005,,,
Tom,Filler,,,2004,,196,G-8 Arc
Toma,Movie,,,2004,,5,The Cursed Holy Sword
Tomac,Game,,,2023,,,One Piece Odyssey
Tomatito,Canon,956.0,,2019,His name was revealed in the Vivre Card databook.,,
Tomato Gang,Canon,179.0,,2001,Joke character. His name was revealed in SBS Volume 27.,,
Tomozo,Canon,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Tongari Den Den Mushi,Live Performance,,,2015,,,Tokyo One Piece Tower
Tonjil,Canon,650.0,,2011,His name was revealed in the Vivre Card databook.,,
Tonjit,Canon,304.0,0207,2004,,,
Tonsfer,Canon,650.0,,2011,Her name was revealed in the Vivre Card databook.,,
Tony Tony Chopper,Canon,134.0,0081,2000,,,
Topknot,Canon,101.0,0055,1999,Its name was revealed in Episode 567's credits.,,
Topman Warcury,Canon,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Torasaburo,Canon,815.0,0766,2016,,,
Toratsugu,Event,,,2017,,1,One Piece Art NUE
Tori,Canon,925.0,0917,2018,Her name was revealed in Vivre Card.,,
Torta,Game,,,2001,,,Legend of the Rainbow Island
Torva,Game,,,2023,,,One Piece Odyssey
Tosa,Canon,1089.0,1123,2023,His name was revealed in Chapter 1108.,,
Toshi,Game,,,2001,,,Legend of the Rainbow Island
Tot Musica,Movie,,,2022,,15,One Piece Film: Red
Toto,Canon,163.0,0100,2001,,,
Totts,Canon,498.0,0392,2008,"His name was revealed in Chapter 1101, and he was properly identified in SBS Volume 109.",,
Toyama Tsujigiro,Canon,909.0,0892,2018,His name was revealed in Vivre Card.,,
Trade,Game,,,2023,,,One Piece Odyssey
Trafalgar D. Water Law,Canon,498.0,0392,2008,His true name was revealed in Chapter 763.,,
Trafalgar Lami,Canon,762.0,0701,2014,Her full name was revealed on the website for the World Top 100 popularity poll.,,
Trap,Featurette,,,2011,,,ONE PIECE 3D! Trap Coaster
Trebol,Canon,700.0,0629,2013,,,
Trip,Spin-Off,,,2019,,25,One Piece Party
Tristan,Canon,795.0,0739,2015,,,
Tritobu,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Tritoma,Canon,,,2024,"She was first alluded to in Chapter 517, and was named in SBS Volume 109.",,
Troff,Filler,,,2007,,326,Ice Hunter Arc
Tsubaki,Novel,,,2024,,1,One Piece novel ZORO
Tsubaki,Omake,,,2005,,3,Report Time
Tsugaru Umi,Canon,909.0,0892,2018,Her name was revealed in Vivre Card.,,
Tsukimi,Canon,448.0,,2007,Cover story character.,,
Tsumonsieur Kamaya,Canon,392.0,0275,2005,His name was revealed in the Vivre Card databook.,,
Tsunagoro,Canon,947.0,0946,2019,He first appeared as a silhouette in Chapter 940. His name was revealed in Chapter 952.,,
Tsunokkov,Canon,537.0,0438,2009,His name was revealed in Vivre Card.,,
Tsuru,Canon,234.0,0151,2002,,,
Tsurube,Canon,971.0,0972,2020,His name was revealed in the Vivre Card databook.,,
Tsurue Monnosuke,Canon,933.0,0928,2019,His name was revealed in Vivre Card.,,
Tsurujo,Canon,912.0,0897,2018,Her name was revealed in Chapter 913. Her full name was revealed in Chapter 960.,,
Turco,Canon,598.0,0517,2010,His name was revealed in the Blue Deep databook.,,
Two Base,Live Performance,,,2012,,,WANTED
Tyrannosaurus,Canon,323.0,0230,2004,,,
UK,Canon,1029.0,1054,2021,His name was revealed in SBS Volume 102.,,
Ubau,Canon,292.0,0189,2003,His name was revealed in Vivre Card.,,
Ucy,Canon,706.0,0639,2013,He was named by Luffy in Chapter 714.,,
Uhho,Canon,743.0,0677,2014,Its name was revealed in SBS Volume 81.,,
Uholisia,Canon,877.0,1123,2014,"She was first mentioned by Chinjao in Chapter 771. Her appearance was revealed in SBS Volume 77, and was retrospectively added to the anime adaptation of the chapter she was mentioned in.",,
Ukkari,Canon,4.0,0002,1997,His name was revealed in the Blue databook.,,
Ukon,Canon,926.0,0918,2018,His name was revealed in Vivre Card.,,
Ulti,Canon,977.0,0982,2020,Her name and appearance were revealed in Chapter 978.,,
Ultraking,Canon,169.0,0106,2001,His name was revealed in the Blue databook.,,
Umeno Nazawa,Novel,,,2024,,1,One Piece novel ZORO
Umit,Canon,860.0,0828,2017,,,
Underbite,Canon,625.0,0545,2011,Its name was revealed in Episode 567's credits.,,
Unforgivable Mask,Canon,,,2007,Joke character. His name was revealed in SBS Volume 48.,,
Uni,Canon,810.0,0757,2016,His name was revealed in SBS Volume 83.,,
Unigaro,Canon,447.0,0341,2007,His name was revealed in the Blue Deep databook.,,
Urashima,Canon,913.0,0899,2018,,,
Uraya Mashikatta,Canon,956.0,0957,2019,His name was revealed in the Vivre Card databook.,,
Urbain,Canon,964.0,0964,2019,His name was revealed in the Vivre Card databook.,,
Urban,Canon,1089.0,1123,2023,His name was revealed in Chapter 1108.,,
Urouge,Canon,498.0,0392,2008,,,
Usagihebi,Canon,22.0,0018,1998,His name was revealed in the Blue databook.,,
Usaguchi Hideo,Canon,,,2009,"His name was revealed in SBS Volume 53. His face is printed on every 1,000 banknote.",,
Usakkov,Canon,537.0,0438,2009,His name was revealed in Vivre Card.,,
Usanksai,Filler,,,2000,,020,Baratie Arc
Ushiano,Canon,905.0,0883,2018,His name was revealed in Chapter 1082.,,
Usodabird,Spin-Off,,,2012,,10.5,Chopperman
Usopp,Canon,23.0,0008,1998,,,
Usunoro,Canon,993.0,1006,2020,His name was revealed in the Vivre Card databook.,,
Uta,Canon,1055.0,1029,2022,,,
Uwattsura,Canon,936.0,0932,2019,His name was revealed in Vivre Card.,,
Uzu,Canon,658.0,0583,2012,His name was revealed in Chapter 686.,,
Uzuki Namida,Canon,949.0,0949,2019,His name was revealed in Vivre Card.,,
Uzuki Tempura,Canon,1024.0,1048,2021,His name was revealed in SBS Volume 101.,,
Van Augur,Canon,222.0,0146,2002,His name was revealed in Chapter 234.,,
Vander Decken,Canon,606.0,0525,2010,Mentioned only character. He was first mentioned by Brook in Chapter 606.,,
Vander Decken IX,Canon,606.0,0525,2010,His full name was revealed by Pappag in Chapter 610. He is formally introduced in Chapter 613.,,
Vasco Shot,Canon,575.0,0484,2010,He was first mentioned by Emporio Ivankov in Chapter 538.,,
Vaun,Game,,,2019,,,One Piece: World Seeker
Vegapunk,Canon,684.0,0610,2012,He was first mentioned by Koby in Chapter 433.,,
Ven Vendler,Premier Show,,,2023,,,One Piece Premier Show 2023
Vergo,Canon,671.0,0597,2012,His name was revealed in Chapter 672.,,
Very Good,Canon,426.0,0309,2006,His name was revealed in the Yellow databook.,,
Victoria Cindry,Canon,446.0,0340,2007,,,
Victoria Shiruton Doruyanaika,Canon,,,2017,She was first mentioned in SBS Volume 87. Her full name was revealed in SBS Volume 104.,,
Vigaro,Filler,,,2007,,326,Ice Hunter Arc
Vigo,Game,,,2023,,,One Piece Odyssey
Vincent,Canon,956.0,0957,2019,His name was revealed in the Vivre Card databook.,,
Vinsmoke Ichiji,Canon,828.0,0787,2016,"His name was revealed in Chapter 838. He first appeared as a fictional character in the Sora, Warrior of the Sea comic strip in Episode 783.",,
Vinsmoke Judge,Canon,832.0,0793,2016,"He first appeared as a fictional character in the Sora, Warrior of the Sea comic strip in Episode 783.",,
Vinsmoke Niji,Canon,828.0,0787,2016,"His name was revealed in Chapter 838. He first appeared as a fictional character in the Sora, Warrior of the Sea comic strip in Episode 783.",,
Vinsmoke Reiju,Canon,826.0,0783,2016,,,
Vinsmoke Sora,Canon,841.0,0804,2016,Her name was revealed in Chapter 852. She first appeared obscurely in a photo in Episode 803.,,
Vinsmoke Yonji,Canon,825.0,0783,2016,,,
Viola,Canon,703.0,0632,2013,Her real identity was revealed in Chapter 728.,,
Vista,Canon,552.0,0000,2009,His name was revealed by Mihawk in Chapter 561.,,
Vitan,Canon,553.0,,2009,His name was revealed in the Green databook.,,
Vito,Canon,812.0,0763,2016,,,
Volg,Premier Show,,,2014,,6,One Piece Premier Show 2014
Wadataira,Spin-Off,,,2018,,06,Chin Piece
Wadatsumi,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Wadatsumi,Canon,606.0,0525,2010,He was formally introduced in Chapter 613.,,
Wakasa,Canon,915.0,0901,2018,Her name was revealed in Vivre Card.,,
Wall Zombie,Canon,452.0,0346,2007,,,
Wallace,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Wallem,Canon,561.0,0470,2009,His name was revealed in the Green databook.,,
Wanda,Canon,804.0,0753,2015,,,
Wany,Canon,804.0,0753,2015,,,
Wanyudo,Canon,1005.0,1021,2021,His name was reveled in Chapter 1020.,,
Wanze,Canon,367.0,0257,2005,He was first mentioned by Corgi in Chapter 362.,,
Wapol,Canon,131.0,0079,2000,,,
Warashi,Canon,269.0,0176,2003,His name was revealed in the Blue Deep databook.,,
Warazane,Canon,931.0,0925,2019,Its name was revealed in Vivre Card.,,
Waruno Furishiro,Canon,926.0,0918,2018,His name was revealed in Vivre Card.,,
Week,Game,,,2023,,,One Piece Odyssey
Wellington,Canon,763.0,0702,2014,,,
Wetton,Filler,,,2003,,140,Ruluka Island Arc
Wheel,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Whitejack,Movie,,,2016,,13,One Piece Film: Gold
Whitey Bay,Canon,556.0,0462,2009,,,
Who's-Who,Canon,977.0,0982,2020,His name and appearance were revealed in Chapter 978. He appeared shadowed in the anime in Episode 954.,,
Wicca,Canon,705.0,0635,2013,Her name and appearance revealed in Chapter 711.,,
Wier,Live-Action Series,,,2023,,1,Romance Dawn
Wild Joe,Filler,,,2000,,045,Arlong Park Arc
Wilder,Premier Show,,,2016,,8,One Piece Premier Show 2016
Will,Game,,,2019,,,One Piece: World Seeker
Willie Gallon,Canon,218.0,0144,2002,Mentioned only character. He was first mentioned in Chapter 218.,,
Willy (Fish-Man),Movie,,,2003,,4,Dead End Adventure
Win,Game,,,2001,,,Legend of the Rainbow Island
Wire,Canon,500.0,0394,2008,His name was revealed in the Blue Deep databook.,,
Wolf,Novel,,,2018,,1,One Piece novel Law
Wolf,Filler,,,2018,,830,Whole Cake Island Arc
Wolf,Game,,,2019,,,One Piece: World Seeker
Wolf,Canon,1142.0,,2025,,,
Wombat,Game,,,2023,,,One Piece Odyssey
Woonan,Movie,,,2000,,1,One Piece: The Movie
Woop Slap,Canon,1.0,0004,1997,His name was revealed in the Blue databook.,,
Wyper,Canon,237.0,0153,2002,His name was revealed in Chapter 249.,,
X Drake,Canon,498.0,0392,2008,,,
Xiao,Movie,,,2009,,10,One Piece Film: Strong World
Yadoya,Game,,,2014,,,One Piece: Unlimited World Red
Yakedoro,Game,,,2023,,,One Piece Odyssey
Yama,Canon,254.0,0167,2002,,,
Yamada Shinichi,Spin-Off,,,2019,,11,Chin Piece
Yamaguma,Game,,,2001,,,Legend of the Rainbow Island
Yamakaji,Canon,420.0,0302,2006,His name was revealed in the Yellow databook.,,
Yamamoto Luffy,Spin-Off,,,2017,,6,One Piece Short!
Yamanba,Canon,998.0,1013,2020,Her name was revealed in the Vivre Card databook.,,
Yamato,Canon,971.0,0972,2020,He was first mentioned by Kaidou in Chapter 977. His name was revealed by Kaidou in Chapter 979.,,
Yame,Canon,917.0,0904,2018,Her name was revealed in Vivre Card.,,
Yamenahare,Canon,436.0,,2006,His name was revealed in SBS Volume 47.,,
Yamon,Canon,,0966,2020,He was first mentioned in SBS Volume 96.,,
Yarisugi,Canon,673.0,0599,2012,,,
Yasmine,Novel,,,2020,,3,One Piece novel HEROINES
Yasopp,Canon,1.0,0004,1997,His name was revealed by Monkey D. Luffy in Chapter 25.,,
Yatappe,Canon,952.0,0946,2019,He first appeared as a silhouette in Chapter 940.,,
Yazaemon,Canon,931.0,0925,2019,His name was revealed in SBS Volume 97.,,
Yehudi,Premier Show,,,2022,,13,One Piece Premier Show 2022
Ylva,Canon,1134.0,,2024,Her name was revealed in Chapter 1142.,,
Yokan,Canon,915.0,0902,2018,His name was revealed in Vivre Card.,,
Yoko,Filler,,,2009,,426,Little East Blue Arc
Yoko,Filler,,,2007,,318,Water 7 Arc
Yokozuna,Canon,322.0,0228,2004,,,
Yomo,Canon,806.0,0755,2016,His name was revealed by Pedro in Chapter 822.,,
Yonka,Canon,608.0,0527,2010,,,
Yonka Two,Canon,608.0,0527,2010,,,
York,Canon,1065.0,1095,2022,Her name was first seen on a chart in Chapter 1062.,,
Yorki,Canon,103.0,0063,1999,His name was revealed in the Blue databook. He is then formally introduced by Brook in Chapter 486.,,
Yorueka,Movie,,,2022,,15,One Piece Film: Red
Yosaku,Canon,42.0,0020,1998,,,
Yoshi,Game,,,2001,,,Legend of the Rainbow Island
Yoshimoto,Canon,157.0,0094,2000,His name was revealed in the Blue databook.,,
Yoshio,One-Shot,,,1993,,,God's Gift for the Future
Yoshioka Sato,Spin-Off,,,2018,,6,One Piece in Love
Yotsubane,Canon,269.0,0176,2003,His name was revealed in the Blue Deep databook.,,
Yu,Canon,98.0,0048,1999,Her name was revealed in the Blue databook.,,
Yui,Canon,966.0,0966,2020,His name was revealed in SBS Volume 96.,,
Yuka,Game,,,2023,,,One Piece Odyssey
Yuki,Canon,129.0,0078,2000,Her name was revealed in the Blue databook.,,
Yukimura,Filler,,,2010,,464,Marineford Arc
Yuri,Game,,,2019,,,One Piece: World Seeker
Yurikah,Canon,151.0,,2000,Cover story character.,,
Yuta,Game,,,2001,,,Set Sail Pirate Crew!
Yuya,Filler,,,2007,,318,Water 7 Arc
Z,Movie,,,2012,,12,One Piece Film: Z
Zaba,Filler,,,2002,,098,Arabasta Arc
Zabal,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Zabo,Canon,241.0,0145,2002,His name revealed in Episode 145 credits.,,
Zadie,Canon,391.0,0275,2005,His name revealed in Color Walk 4.,,
Zala,Canon,160.0,0103,2000,"She was first mentioned by Nefertari Vivi in Chapter 155 as her alias ""Miss Doublefinger"". Her real name was revealed in Vivre Card.",,
Zambai,Canon,324.0,0230,2004,His name was revealed by Franky Family members in Chapter 330.,,
Zangirimaru,Canon,948.0,0947,2019,His name was revealed in Vivre Card.,,
Zanki,Canon,991.0,1055,2020,His name was revealed in Chapter 1030.,,
Zap,TV special,,,2003,,2,"A Father's Huge, HUGE Dream"
Zaraza,Game,,,2023,,,One Piece Odyssey
Zau Ra Zau,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Zeff,Canon,43.0,0020,1998,,,
Zenny,Filler,,,2002,,136,Goat Island Arc
Zenran,Game,,,2023,,,One Piece Odyssey
Zeo,Canon,611.0,0530,2011,,,
Zepo,Canon,850.0,0815,2016,,,
Zeus,Canon,827.0,0786,2016,His name was revealed in Chapter 844. He was first identified in Chapter 845.,,
Zodia,Canon,553.0,0462,2009,His name was revealed in the Green databook.,,
Zomino,Movie,,,2012,,12,One Piece Film: Z
Zona Anes,Game,,,2023,,,One Piece Odyssey
Zona Dart,Game,,,2023,,,One Piece Odyssey
Zona Lil,Game,,,2023,,,One Piece Odyssey
Zona Mam,Game,,,2023,,,One Piece Odyssey
Zona Middel,Game,,,2023,,,One Piece Odyssey
Zoryu,Spin-Off,,,2018,,02,Chin Piece
Zotto,Canon,533.0,0434,2009,His name was revealed in the Vivre Card.,,
Zucca,Canon,564.0,0489,2009,His name was revealed in the Green databook.,,
Zunesha,Canon,802.0,0751,2015,,,
Zururin,Canon,621.0,0540,2011,His name was revealed in the Vivre Card databook.,,
Époni,Canon,841.0,0804,2016,,,
